"epoch","_data_uncorrected_r1_deeplabv3plus - _step","_data_uncorrected_r1_deeplabv3plus - _step__MIN","_data_uncorrected_r1_deeplabv3plus - _step__MAX","_data_uncorrected_r1_deeplabv3plus - valid_dataset_iou","_data_uncorrected_r1_deeplabv3plus - valid_dataset_iou__MIN","_data_uncorrected_r1_deeplabv3plus - valid_dataset_iou__MAX","_data_uncorrected_r1_unet - _step","_data_uncorrected_r1_unet - _step__MIN","_data_uncorrected_r1_unet - _step__MAX","_data_uncorrected_r1_unet - valid_dataset_iou","_data_uncorrected_r1_unet - valid_dataset_iou__MIN","_data_uncorrected_r1_unet - valid_dataset_iou__MAX","_data_uncorrected_r1_unetplusplus - _step","_data_uncorrected_r1_unetplusplus - _step__MIN","_data_uncorrected_r1_unetplusplus - _step__MAX","_data_uncorrected_r1_unetplusplus - valid_dataset_iou","_data_uncorrected_r1_unetplusplus - valid_dataset_iou__MIN","_data_uncorrected_r1_unetplusplus - valid_dataset_iou__MAX","_data_uncorrected_r1_manet - _step","_data_uncorrected_r1_manet - _step__MIN","_data_uncorrected_r1_manet - _step__MAX","_data_uncorrected_r1_manet - valid_dataset_iou","_data_uncorrected_r1_manet - valid_dataset_iou__MIN","_data_uncorrected_r1_manet - valid_dataset_iou__MAX","_data_uncorrected_r1_pspnet - _step","_data_uncorrected_r1_pspnet - _step__MIN","_data_uncorrected_r1_pspnet - _step__MAX","_data_uncorrected_r1_pspnet - valid_dataset_iou","_data_uncorrected_r1_pspnet - valid_dataset_iou__MIN","_data_uncorrected_r1_pspnet - valid_dataset_iou__MAX"
"70","","","","","","","140","140","140","0.43093204498291016","0.43093204498291016","0.43093204498291016","140","140","140","0.41463080048561096","0.41463080048561096","0.41463080048561096","140","140","140","0.39434880018234253","0.39434880018234253","0.39434880018234253","140","140","140","0.44077008962631226","0.44077008962631226","0.44077008962631226"
"71","","","","","","","142","142","142","0.43067410588264465","0.43067410588264465","0.43067410588264465","142","142","142","0.400312602519989","0.400312602519989","0.400312602519989","142","142","142","0.39417165517807007","0.39417165517807007","0.39417165517807007","142","142","142","0.4296187460422516","0.4296187460422516","0.4296187460422516"
"72","","","","","","","144","144","144","0.4192394018173218","0.4192394018173218","0.4192394018173218","144","144","144","0.3882718086242676","0.3882718086242676","0.3882718086242676","144","144","144","0.39656245708465576","0.39656245708465576","0.39656245708465576","144","144","144","0.41492944955825806","0.41492944955825806","0.41492944955825806"
"73","","","","","","","146","146","146","0.4167012572288513","0.4167012572288513","0.4167012572288513","146","146","146","0.4015672504901886","0.4015672504901886","0.4015672504901886","146","146","146","0.40462493896484375","0.40462493896484375","0.40462493896484375","146","146","146","0.431614488363266","0.431614488363266","0.431614488363266"
"74","","","","","","","148","148","148","0.4166073799133301","0.4166073799133301","0.4166073799133301","148","148","148","0.42171937227249146","0.42171937227249146","0.42171937227249146","148","148","148","0.41535884141921997","0.41535884141921997","0.41535884141921997","148","148","148","0.4545886516571045","0.4545886516571045","0.4545886516571045"
"75","","","","","","","150","150","150","0.40321415662765503","0.40321415662765503","0.40321415662765503","150","150","150","0.4278917610645294","0.4278917610645294","0.4278917610645294","150","150","150","0.41212284564971924","0.41212284564971924","0.41212284564971924","150","150","150","0.44269058108329773","0.44269058108329773","0.44269058108329773"
"76","","","","","","","152","152","152","0.40062215924263","0.40062215924263","0.40062215924263","152","152","152","0.42596280574798584","0.42596280574798584","0.42596280574798584","152","152","152","0.40751588344573975","0.40751588344573975","0.40751588344573975","152","152","152","0.4276444613933563","0.4276444613933563","0.4276444613933563"
"77","","","","","","","154","154","154","0.40073615312576294","0.40073615312576294","0.40073615312576294","154","154","154","0.42824363708496094","0.42824363708496094","0.42824363708496094","154","154","154","0.4138108491897583","0.4138108491897583","0.4138108491897583","154","154","154","0.4282468557357788","0.4282468557357788","0.4282468557357788"
"78","","","","","","","156","156","156","0.4060833156108856","0.4060833156108856","0.4060833156108856","156","156","156","0.43352028727531433","0.43352028727531433","0.43352028727531433","156","156","156","0.42910313606262207","0.42910313606262207","0.42910313606262207","156","156","156","0.4467395842075348","0.4467395842075348","0.4467395842075348"
"79","","","","","","","158","158","158","0.4008651077747345","0.4008651077747345","0.4008651077747345","158","158","158","0.4342373013496399","0.4342373013496399","0.4342373013496399","158","158","158","0.4359242022037506","0.4359242022037506","0.4359242022037506","158","158","158","0.45189881324768066","0.45189881324768066","0.45189881324768066"
"80","","","","","","","160","160","160","0.39037370681762695","0.39037370681762695","0.39037370681762695","160","160","160","0.4242684841156006","0.4242684841156006","0.4242684841156006","160","160","160","0.42842286825180054","0.42842286825180054","0.42842286825180054","160","160","160","0.4262600541114807","0.4262600541114807","0.4262600541114807"
"81","","","","","","","162","162","162","0.3822588622570038","0.3822588622570038","0.3822588622570038","162","162","162","0.4104040861129761","0.4104040861129761","0.4104040861129761","162","162","162","0.40809109807014465","0.40809109807014465","0.40809109807014465","162","162","162","0.3915080726146698","0.3915080726146698","0.3915080726146698"
"82","","","","","","","164","164","164","0.38715529441833496","0.38715529441833496","0.38715529441833496","164","164","164","0.4064347743988037","0.4064347743988037","0.4064347743988037","164","164","164","0.401982843875885","0.401982843875885","0.401982843875885","164","164","164","0.3975149393081665","0.3975149393081665","0.3975149393081665"
"83","","","","","","","166","166","166","0.3994118273258209","0.3994118273258209","0.3994118273258209","166","166","166","0.41532081365585327","0.41532081365585327","0.41532081365585327","166","166","166","0.4116703271865845","0.4116703271865845","0.4116703271865845","166","166","166","0.42104822397232056","0.42104822397232056","0.42104822397232056"
"84","","","","","","","168","168","168","0.40479451417922974","0.40479451417922974","0.40479451417922974","168","168","168","0.42295390367507935","0.42295390367507935","0.42295390367507935","168","168","168","0.4215465784072876","0.4215465784072876","0.4215465784072876","168","168","168","0.4181816279888153","0.4181816279888153","0.4181816279888153"
"85","","","","","","","170","170","170","0.4290883243083954","0.4290883243083954","0.4290883243083954","170","170","170","0.4451127052307129","0.4451127052307129","0.4451127052307129","170","170","170","0.43810319900512695","0.43810319900512695","0.43810319900512695","170","170","170","0.4114903211593628","0.4114903211593628","0.4114903211593628"
"86","","","","","","","172","172","172","0.4378013610839844","0.4378013610839844","0.4378013610839844","172","172","172","0.4469568729400635","0.4469568729400635","0.4469568729400635","172","172","172","0.4398307800292969","0.4398307800292969","0.4398307800292969","172","172","172","0.4081960916519165","0.4081960916519165","0.4081960916519165"
"87","","","","","","","174","174","174","0.42013365030288696","0.42013365030288696","0.42013365030288696","174","174","174","0.4355538785457611","0.4355538785457611","0.4355538785457611","174","174","174","0.43565523624420166","0.43565523624420166","0.43565523624420166","174","174","174","0.4180646538734436","0.4180646538734436","0.4180646538734436"
"88","","","","","","","176","176","176","0.4163696765899658","0.4163696765899658","0.4163696765899658","176","176","176","0.4309810400009155","0.4309810400009155","0.4309810400009155","176","176","176","0.4323055148124695","0.4323055148124695","0.4323055148124695","176","176","176","0.424715518951416","0.424715518951416","0.424715518951416"
"89","","","","","","","178","178","178","0.4088858366012573","0.4088858366012573","0.4088858366012573","178","178","178","0.42040759325027466","0.42040759325027466","0.42040759325027466","178","178","178","0.420307457447052","0.420307457447052","0.420307457447052","178","178","178","0.3970721364021301","0.3970721364021301","0.3970721364021301"
"90","","","","","","","180","180","180","0.4386756420135498","0.4386756420135498","0.4386756420135498","180","180","180","0.4442008137702942","0.4442008137702942","0.4442008137702942","180","180","180","0.4275793433189392","0.4275793433189392","0.4275793433189392","180","180","180","0.4135265350341797","0.4135265350341797","0.4135265350341797"
"91","","","","","","","182","182","182","0.4443379044532776","0.4443379044532776","0.4443379044532776","182","182","182","0.4538847804069519","0.4538847804069519","0.4538847804069519","182","182","182","0.42267751693725586","0.42267751693725586","0.42267751693725586","182","182","182","0.42624273896217346","0.42624273896217346","0.42624273896217346"
"92","","","","","","","184","184","184","0.4337257146835327","0.4337257146835327","0.4337257146835327","184","184","184","0.4454447627067566","0.4454447627067566","0.4454447627067566","184","184","184","0.41840124130249023","0.41840124130249023","0.41840124130249023","184","184","184","0.4229279160499573","0.4229279160499573","0.4229279160499573"
"93","","","","","","","186","186","186","0.4452369213104248","0.4452369213104248","0.4452369213104248","186","186","186","0.4602451026439667","0.4602451026439667","0.4602451026439667","186","186","186","0.4279566705226898","0.4279566705226898","0.4279566705226898","186","186","186","0.4307078719139099","0.4307078719139099","0.4307078719139099"
"94","","","","","","","188","188","188","0.4531744122505188","0.4531744122505188","0.4531744122505188","188","188","188","0.473003089427948","0.473003089427948","0.473003089427948","188","188","188","0.43790674209594727","0.43790674209594727","0.43790674209594727","188","188","188","0.4370187520980835","0.4370187520980835","0.4370187520980835"
"95","","","","","","","190","190","190","0.4481247067451477","0.4481247067451477","0.4481247067451477","190","190","190","0.4759494960308075","0.4759494960308075","0.4759494960308075","190","190","190","0.43908190727233887","0.43908190727233887","0.43908190727233887","190","190","190","0.4458177089691162","0.4458177089691162","0.4458177089691162"
"96","","","","","","","192","192","192","0.4300891160964966","0.4300891160964966","0.4300891160964966","192","192","192","0.4653167426586151","0.4653167426586151","0.4653167426586151","192","192","192","0.43848296999931335","0.43848296999931335","0.43848296999931335","192","192","192","0.45048949122428894","0.45048949122428894","0.45048949122428894"
"97","","","","","","","194","194","194","0.4177711009979248","0.4177711009979248","0.4177711009979248","194","194","194","0.4534793496131897","0.4534793496131897","0.4534793496131897","194","194","194","0.4370831251144409","0.4370831251144409","0.4370831251144409","194","194","194","0.44122135639190674","0.44122135639190674","0.44122135639190674"
"98","","","","","","","196","196","196","0.43976670503616333","0.43976670503616333","0.43976670503616333","196","196","196","0.4709051847457886","0.4709051847457886","0.4709051847457886","196","196","196","0.44810163974761963","0.44810163974761963","0.44810163974761963","196","196","196","0.44325730204582214","0.44325730204582214","0.44325730204582214"
"99","","","","","","","198","198","198","0.4475981593132019","0.4475981593132019","0.4475981593132019","198","198","198","0.4757987856864929","0.4757987856864929","0.4757987856864929","198","198","198","0.4531748294830322","0.4531748294830322","0.4531748294830322","198","198","198","0.4465900659561157","0.4465900659561157","0.4465900659561157"
"100","","","","","","","200","200","200","0.4523323178291321","0.4523323178291321","0.4523323178291321","200","200","200","0.467096745967865","0.467096745967865","0.467096745967865","200","200","200","0.4494233727455139","0.4494233727455139","0.4494233727455139","200","200","200","0.45234495401382446","0.45234495401382446","0.45234495401382446"
"101","","","","","","","202","202","202","0.4583105444908142","0.4583105444908142","0.4583105444908142","202","202","202","0.47159916162490845","0.47159916162490845","0.47159916162490845","202","202","202","0.4482109248638153","0.4482109248638153","0.4482109248638153","202","202","202","0.45682549476623535","0.45682549476623535","0.45682549476623535"
"102","","","","","","","204","204","204","0.45397233963012695","0.45397233963012695","0.45397233963012695","204","204","204","0.47426092624664307","0.47426092624664307","0.47426092624664307","204","204","204","0.4526693522930145","0.4526693522930145","0.4526693522930145","204","204","204","0.45930662751197815","0.45930662751197815","0.45930662751197815"
"103","","","","","","","206","206","206","0.45398664474487305","0.45398664474487305","0.45398664474487305","206","206","206","0.47126853466033936","0.47126853466033936","0.47126853466033936","206","206","206","0.45366212725639343","0.45366212725639343","0.45366212725639343","206","206","206","0.4552042484283447","0.4552042484283447","0.4552042484283447"
"104","","","","","","","208","208","208","0.46755144000053406","0.46755144000053406","0.46755144000053406","208","208","208","0.4760328531265259","0.4760328531265259","0.4760328531265259","208","208","208","0.4576093554496765","0.4576093554496765","0.4576093554496765","208","208","208","0.46804696321487427","0.46804696321487427","0.46804696321487427"
"105","","","","","","","210","210","210","0.46226179599761963","0.46226179599761963","0.46226179599761963","210","210","210","0.4718075394630432","0.4718075394630432","0.4718075394630432","210","210","210","0.4503987431526184","0.4503987431526184","0.4503987431526184","210","210","210","0.4603356122970581","0.4603356122970581","0.4603356122970581"
"106","","","","","","","212","212","212","0.4390098452568054","0.4390098452568054","0.4390098452568054","212","212","212","0.4463711977005005","0.4463711977005005","0.4463711977005005","212","212","212","0.424838125705719","0.424838125705719","0.424838125705719","212","212","212","0.446806937456131","0.446806937456131","0.446806937456131"
"107","","","","","","","214","214","214","0.43636396527290344","0.43636396527290344","0.43636396527290344","214","214","214","0.43918800354003906","0.43918800354003906","0.43918800354003906","214","214","214","0.42185264825820923","0.42185264825820923","0.42185264825820923","214","214","214","0.4348509907722473","0.4348509907722473","0.4348509907722473"
"108","","","","","","","216","216","216","0.4439306855201721","0.4439306855201721","0.4439306855201721","216","216","216","0.44503486156463623","0.44503486156463623","0.44503486156463623","216","216","216","0.43343251943588257","0.43343251943588257","0.43343251943588257","216","216","216","0.43448156118392944","0.43448156118392944","0.43448156118392944"
"109","","","","","","","218","218","218","0.4517449736595154","0.4517449736595154","0.4517449736595154","218","218","218","0.46016740798950195","0.46016740798950195","0.46016740798950195","218","218","218","0.4450390934944153","0.4450390934944153","0.4450390934944153","218","218","218","0.4449719190597534","0.4449719190597534","0.4449719190597534"
"110","","","","","","","220","220","220","0.45257768034935","0.45257768034935","0.45257768034935","220","220","220","0.4649435579776764","0.4649435579776764","0.4649435579776764","220","220","220","0.448886513710022","0.448886513710022","0.448886513710022","220","220","220","0.44538965821266174","0.44538965821266174","0.44538965821266174"
"111","","","","","","","222","222","222","0.4622504413127899","0.4622504413127899","0.4622504413127899","222","222","222","0.46216654777526855","0.46216654777526855","0.46216654777526855","222","222","222","0.45012152194976807","0.45012152194976807","0.45012152194976807","222","222","222","0.4430662989616394","0.4430662989616394","0.4430662989616394"
"112","","","","","","","224","224","224","0.4671971797943115","0.4671971797943115","0.4671971797943115","224","224","224","0.45951011776924133","0.45951011776924133","0.45951011776924133","224","224","224","0.4531097710132599","0.4531097710132599","0.4531097710132599","224","224","224","0.44599786400794983","0.44599786400794983","0.44599786400794983"
"113","","","","","","","226","226","226","0.4677233099937439","0.4677233099937439","0.4677233099937439","226","226","226","0.46760743856430054","0.46760743856430054","0.46760743856430054","226","226","226","0.4617817997932434","0.4617817997932434","0.4617817997932434","226","226","226","0.4570867121219635","0.4570867121219635","0.4570867121219635"
"114","","","","","","","228","228","228","0.471338152885437","0.471338152885437","0.471338152885437","228","228","228","0.4813454747200012","0.4813454747200012","0.4813454747200012","228","228","228","0.4745696783065796","0.4745696783065796","0.4745696783065796","228","228","228","0.4588090181350708","0.4588090181350708","0.4588090181350708"
"115","","","","","","","230","230","230","0.4679906368255615","0.4679906368255615","0.4679906368255615","230","230","230","0.4773445129394531","0.4773445129394531","0.4773445129394531","230","230","230","0.471147358417511","0.471147358417511","0.471147358417511","230","230","230","0.45834481716156006","0.45834481716156006","0.45834481716156006"
"116","","","","","","","232","232","232","0.46012231707572937","0.46012231707572937","0.46012231707572937","232","232","232","0.4626355767250061","0.4626355767250061","0.4626355767250061","232","232","232","0.463154673576355","0.463154673576355","0.463154673576355","232","232","232","0.4504491984844208","0.4504491984844208","0.4504491984844208"
"117","","","","","","","234","234","234","0.45483797788619995","0.45483797788619995","0.45483797788619995","234","234","234","0.4509868025779724","0.4509868025779724","0.4509868025779724","234","234","234","0.461620956659317","0.461620956659317","0.461620956659317","234","234","234","0.4495229721069336","0.4495229721069336","0.4495229721069336"
"118","","","","","","","236","236","236","0.4567682147026062","0.4567682147026062","0.4567682147026062","236","236","236","0.44773536920547485","0.44773536920547485","0.44773536920547485","236","236","236","0.46102744340896606","0.46102744340896606","0.46102744340896606","236","236","236","0.444743275642395","0.444743275642395","0.444743275642395"
"119","","","","","","","238","238","238","0.4588395953178406","0.4588395953178406","0.4588395953178406","238","238","238","0.45052796602249146","0.45052796602249146","0.45052796602249146","238","238","238","0.4585719108581543","0.4585719108581543","0.4585719108581543","238","238","238","0.4373154044151306","0.4373154044151306","0.4373154044151306"
"120","","","","","","","240","240","240","0.44197314977645874","0.44197314977645874","0.44197314977645874","240","240","240","0.4347909688949585","0.4347909688949585","0.4347909688949585","240","240","240","0.43822187185287476","0.43822187185287476","0.43822187185287476","240","240","240","0.4219931960105896","0.4219931960105896","0.4219931960105896"
"121","","","","","","","242","242","242","0.4363115429878235","0.4363115429878235","0.4363115429878235","242","242","242","0.43656066060066223","0.43656066060066223","0.43656066060066223","242","242","242","0.4376527667045593","0.4376527667045593","0.4376527667045593","242","242","242","0.4250170588493347","0.4250170588493347","0.4250170588493347"
"122","","","","","","","244","244","244","0.4439908564090729","0.4439908564090729","0.4439908564090729","244","244","244","0.4512638747692108","0.4512638747692108","0.4512638747692108","244","244","244","0.4524455666542053","0.4524455666542053","0.4524455666542053","244","244","244","0.4409262537956238","0.4409262537956238","0.4409262537956238"
"123","","","","","","","246","246","246","0.4534899592399597","0.4534899592399597","0.4534899592399597","246","246","246","0.4595367908477783","0.4595367908477783","0.4595367908477783","246","246","246","0.4598561227321625","0.4598561227321625","0.4598561227321625","246","246","246","0.45711469650268555","0.45711469650268555","0.45711469650268555"
"124","","","","","","","248","248","248","0.4458608031272888","0.4458608031272888","0.4458608031272888","248","248","248","0.44650742411613464","0.44650742411613464","0.44650742411613464","248","248","248","0.4504583179950714","0.4504583179950714","0.4504583179950714","248","248","248","0.4573962688446045","0.4573962688446045","0.4573962688446045"
"125","","","","","","","250","250","250","0.44992080330848694","0.44992080330848694","0.44992080330848694","250","250","250","0.44658541679382324","0.44658541679382324","0.44658541679382324","250","250","250","0.44843244552612305","0.44843244552612305","0.44843244552612305","250","250","250","0.45439210534095764","0.45439210534095764","0.45439210534095764"
"126","","","","","","","252","252","252","0.455185204744339","0.455185204744339","0.455185204744339","252","252","252","0.4474979043006897","0.4474979043006897","0.4474979043006897","252","252","252","0.450653076171875","0.450653076171875","0.450653076171875","252","252","252","0.46076977252960205","0.46076977252960205","0.46076977252960205"
"127","","","","","","","254","254","254","0.45041900873184204","0.45041900873184204","0.45041900873184204","254","254","254","0.4522002935409546","0.4522002935409546","0.4522002935409546","254","254","254","0.4556906819343567","0.4556906819343567","0.4556906819343567","254","254","254","0.4599909782409668","0.4599909782409668","0.4599909782409668"
"128","","","","","","","256","256","256","0.4400492012500763","0.4400492012500763","0.4400492012500763","256","256","256","0.45049405097961426","0.45049405097961426","0.45049405097961426","256","256","256","0.4521576166152954","0.4521576166152954","0.4521576166152954","256","256","256","0.44852593541145325","0.44852593541145325","0.44852593541145325"
"129","","","","","","","258","258","258","0.4386206865310669","0.4386206865310669","0.4386206865310669","258","258","258","0.45015281438827515","0.45015281438827515","0.45015281438827515","258","258","258","0.44713062047958374","0.44713062047958374","0.44713062047958374","258","258","258","0.44174784421920776","0.44174784421920776","0.44174784421920776"
"130","","","","","","","260","260","260","0.4467002749443054","0.4467002749443054","0.4467002749443054","260","260","260","0.45969903469085693","0.45969903469085693","0.45969903469085693","260","260","260","0.450946569442749","0.450946569442749","0.450946569442749","260","260","260","0.4503944516181946","0.4503944516181946","0.4503944516181946"
"131","","","","","","","262","262","262","0.45692312717437744","0.45692312717437744","0.45692312717437744","262","262","262","0.47276365756988525","0.47276365756988525","0.47276365756988525","262","262","262","0.46118786931037903","0.46118786931037903","0.46118786931037903","262","262","262","0.462550550699234","0.462550550699234","0.462550550699234"
"132","","","","","","","264","264","264","0.46178704500198364","0.46178704500198364","0.46178704500198364","264","264","264","0.4792049527168274","0.4792049527168274","0.4792049527168274","264","264","264","0.46896007657051086","0.46896007657051086","0.46896007657051086","264","264","264","0.46430304646492004","0.46430304646492004","0.46430304646492004"
"133","","","","","","","266","266","266","0.4563390016555786","0.4563390016555786","0.4563390016555786","266","266","266","0.4712393581867218","0.4712393581867218","0.4712393581867218","266","266","266","0.4628552794456482","0.4628552794456482","0.4628552794456482","266","266","266","0.45332998037338257","0.45332998037338257","0.45332998037338257"
"134","","","","","","","268","268","268","0.4589632749557495","0.4589632749557495","0.4589632749557495","268","268","268","0.4702914357185364","0.4702914357185364","0.4702914357185364","268","268","268","0.4618968963623047","0.4618968963623047","0.4618968963623047","268","268","268","0.4587298631668091","0.4587298631668091","0.4587298631668091"
"135","","","","","","","270","270","270","0.4523966908454895","0.4523966908454895","0.4523966908454895","270","270","270","0.46293944120407104","0.46293944120407104","0.46293944120407104","270","270","270","0.46027153730392456","0.46027153730392456","0.46027153730392456","270","270","270","0.459099143743515","0.459099143743515","0.459099143743515"
"136","","","","","","","272","272","272","0.4534814953804016","0.4534814953804016","0.4534814953804016","272","272","272","0.45731642842292786","0.45731642842292786","0.45731642842292786","272","272","272","0.4606205224990845","0.4606205224990845","0.4606205224990845","272","272","272","0.46240952610969543","0.46240952610969543","0.46240952610969543"
"137","","","","","","","274","274","274","0.45318400859832764","0.45318400859832764","0.45318400859832764","274","274","274","0.45378977060317993","0.45378977060317993","0.45378977060317993","274","274","274","0.4599934220314026","0.4599934220314026","0.4599934220314026","274","274","274","0.4609992802143097","0.4609992802143097","0.4609992802143097"
"138","","","","","","","276","276","276","0.43671101331710815","0.43671101331710815","0.43671101331710815","276","276","276","0.44614261388778687","0.44614261388778687","0.44614261388778687","276","276","276","0.4483686685562134","0.4483686685562134","0.4483686685562134","276","276","276","0.4566466808319092","0.4566466808319092","0.4566466808319092"
"139","","","","","","","278","278","278","0.42699575424194336","0.42699575424194336","0.42699575424194336","278","278","278","0.452605664730072","0.452605664730072","0.452605664730072","278","278","278","0.44650375843048096","0.44650375843048096","0.44650375843048096","278","278","278","0.45142099261283875","0.45142099261283875","0.45142099261283875"
"140","","","","","","","280","280","280","0.43795424699783325","0.43795424699783325","0.43795424699783325","280","280","280","0.45955145359039307","0.45955145359039307","0.45955145359039307","280","280","280","0.45190590620040894","0.45190590620040894","0.45190590620040894","280","280","280","0.45268285274505615","0.45268285274505615","0.45268285274505615"
"141","","","","","","","282","282","282","0.4512519836425781","0.4512519836425781","0.4512519836425781","282","282","282","0.4590664207935333","0.4590664207935333","0.4590664207935333","282","282","282","0.46022093296051025","0.46022093296051025","0.46022093296051025","282","282","282","0.45840561389923096","0.45840561389923096","0.45840561389923096"
"142","","","","","","","284","284","284","0.45734524726867676","0.45734524726867676","0.45734524726867676","284","284","284","0.4682423174381256","0.4682423174381256","0.4682423174381256","284","284","284","0.4683144688606262","0.4683144688606262","0.4683144688606262","284","284","284","0.4594379663467407","0.4594379663467407","0.4594379663467407"
"143","","","","","","","286","286","286","0.44898489117622375","0.44898489117622375","0.44898489117622375","286","286","286","0.46355104446411133","0.46355104446411133","0.46355104446411133","286","286","286","0.4649409055709839","0.4649409055709839","0.4649409055709839","286","286","286","0.45022040605545044","0.45022040605545044","0.45022040605545044"
"144","","","","","","","288","288","288","0.4519047141075134","0.4519047141075134","0.4519047141075134","288","288","288","0.45812904834747314","0.45812904834747314","0.45812904834747314","288","288","288","0.45993858575820923","0.45993858575820923","0.45993858575820923","288","288","288","0.4498192071914673","0.4498192071914673","0.4498192071914673"
"145","","","","","","","290","290","290","0.4522911310195923","0.4522911310195923","0.4522911310195923","290","290","290","0.4578167200088501","0.4578167200088501","0.4578167200088501","290","290","290","0.4640657901763916","0.4640657901763916","0.4640657901763916","","","","","",""
"146","","","","","","","292","292","292","0.4419460892677307","0.4419460892677307","0.4419460892677307","292","292","292","0.45017188787460327","0.45017188787460327","0.45017188787460327","292","292","292","0.45275241136550903","0.45275241136550903","0.45275241136550903","","","","","",""
"147","","","","","","","294","294","294","0.4392450451850891","0.4392450451850891","0.4392450451850891","294","294","294","0.447587251663208","0.447587251663208","0.447587251663208","294","294","294","0.4506760835647583","0.4506760835647583","0.4506760835647583","","","","","",""
"148","","","","","","","296","296","296","0.4444441497325897","0.4444441497325897","0.4444441497325897","296","296","296","0.45298129320144653","0.45298129320144653","0.45298129320144653","296","296","296","0.4473562240600586","0.4473562240600586","0.4473562240600586","","","","","",""
"149","","","","","","","298","298","298","0.44713085889816284","0.44713085889816284","0.44713085889816284","298","298","298","0.46508628129959106","0.46508628129959106","0.46508628129959106","298","298","298","0.4550396203994751","0.4550396203994751","0.4550396203994751","","","","","",""
"150","","","","","","","300","300","300","0.43474411964416504","0.43474411964416504","0.43474411964416504","300","300","300","0.4530959129333496","0.4530959129333496","0.4530959129333496","300","300","300","0.4505888819694519","0.4505888819694519","0.4505888819694519","","","","","",""
"151","","","","","","","302","302","302","0.4420025944709778","0.4420025944709778","0.4420025944709778","302","302","302","0.4556006193161011","0.4556006193161011","0.4556006193161011","302","302","302","0.45046791434288025","0.45046791434288025","0.45046791434288025","","","","","",""
"152","","","","","","","304","304","304","0.4464767873287201","0.4464767873287201","0.4464767873287201","304","304","304","0.45182687044143677","0.45182687044143677","0.45182687044143677","304","304","304","0.4494701325893402","0.4494701325893402","0.4494701325893402","","","","","",""
"153","","","","","","","306","306","306","0.44578737020492554","0.44578737020492554","0.44578737020492554","306","306","306","0.453006386756897","0.453006386756897","0.453006386756897","306","306","306","0.4525476396083832","0.4525476396083832","0.4525476396083832","","","","","",""
"154","","","","","","","308","308","308","0.439501017332077","0.439501017332077","0.439501017332077","308","308","308","0.449540376663208","0.449540376663208","0.449540376663208","308","308","308","0.4503735303878784","0.4503735303878784","0.4503735303878784","","","","","",""